taxon,mass_g,source_mass,n,kingdom,phylum,class,order,family,genus,species,confidence,form,subspecies,variety
Melanocorypha_mongolica,53.92,Cai_etal_2025; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Melanocorypha,Melanocorypha mongolica,99,,,
Melanocorypha_yeltoniensis,59.93,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Melanocorypha,Melanocorypha yeltoniensis,99,,,
Melanodera_melanodera,28.7,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Melanodera,Melanodera melanodera,99,,,
Melanodera_xanthogramma,35.07,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Melanodera,Melanodera xanthogramma,99,,,
Melanodryas_cucullata,22.35,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Petroicidae,Melanodryas,Melanodryas cucullata,99,,,
Melanodryas_vittata,26.43,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Petroicidae,Melanodryas,Melanodryas vittata,99,,,
Melanogrammus_aeglefinus,3789.0,AnAge; Brose_etal_2018; Brown_etal_2018; Cai_etal_2025; Hirt_etal_2017; Killen_etal_2016; Makarieva_2008,7.0,Animalia,Chordata,,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,99,,,
Melanomys_caliginosus,41.0,Cai_etal_2025; Faurby_etal_2018; Smith_2003,3.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Melanomys,Melanomys caliginosus,99,,,
Melanomys_robustulus,53.5,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Melanomys,Melanomys robustulus,99,,,
Melanomys_zunigae,53.5,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Melanomys,Melanomys zunigae,99,,,
Melanonus_zugmayeri,31.5,Castro_2025; Makarieva_2008,2.0,Animalia,Chordata,,Gadiformes,Melanonidae,Melanonus,Melanonus zugmayeri,99,,,
Melanopareia_elegans,16.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Melanopareiidae,Melanopareia,Melanopareia elegans,99,,,
Melanopareia_maranonica,23.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Melanopareiidae,Melanopareia,Melanopareia maranonica,99,,,
Melanopareia_maximiliani,18.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Melanopareiidae,Melanopareia,Melanopareia maximiliani,99,,,
Melanopareia_torquata,17.2,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Melanopareiidae,Melanopareia,Melanopareia torquata,99,,,
Melanoperdix_niger,280.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Galliformes,Phasianidae,Melanoperdix,Melanoperdix niger,99,,,
Melanophidium_bilineatum,62.6,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Uropeltidae,Melanophidium,Melanophidium bilineatum,99,,,
Melanophidium_punctatum,86.8,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Uropeltidae,Melanophidium,Melanophidium punctatum,99,,,
Melanophidium_wynaudense,43.3,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Uropeltidae,Melanophidium,Melanophidium wynaudense,99,,,
Melanophthalma_floridana,0.002,Brose_etal_2018,1.0,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Melanophthalma,,92,,,
Melanoplus_bivittatus,1.65,Makarieva_2008,1.0,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus,Melanoplus bivittatus,99,,,
Melanoplus_complanipes,0.1416,Makarieva_2008,1.0,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus,Melanoplus complanatipes,93,,,
Melanoplus_femurrubrum,0.35,Brown_etal_2018,1.0,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus,Melanoplus femurrubrum,99,,,
Melanoptila_glabrirostris,35.4,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Mimidae,Melanoptila,Melanoptila glabrirostris,99,,,
Melanorivulus_rossoi,0.393,fishbase,1.0,Animalia,Chordata,,Cyprinodontiformes,Rivulidae,Melanorivulus,Melanorivulus rossoi,99,,,
Melanoseps_ater,10.19,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Scincidae,Melanoseps,Melanoseps ater,99,,,
Melanoseps_emmrichi,22.03,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Scincidae,Melanoseps,Melanoseps emmrichi,99,,,
Melanoseps_longicauda,2.814,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Scincidae,Melanoseps,Melanoseps longicauda,99,,,
Melanoseps_loveridgei,5.655,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Scincidae,Melanoseps,Melanoseps loveridgei,99,,,
Melanoseps_occidentalis,3.798,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Scincidae,Melanoseps,Melanoseps occidentalis,99,,,
Melanoseps_pygmaeus,1.797,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Scincidae,Melanoseps,Melanoseps pygmaeus,99,,,
Melanoseps_rondoensis,4.114,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Scincidae,Melanoseps,Melanoseps rondoensis,99,,,
Melanoseps_uzungwensis,13.61,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Scincidae,Melanoseps,Melanoseps uzungwensis,99,,,
Melanospiza_richardsoni,20.9,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Melanospiza,Melanospiza richardsoni,99,,,
Melanostigma_gelatinosum,47.2,Makarieva_2008,1.0,Animalia,Chordata,,Perciformes,Zoarcidae,Melanostigma,Melanostigma gelatinosum,99,,,
Melanostigma_pammelas,7.5,Castro_2025; Makarieva_2008; Pauly_2024,3.0,Animalia,Chordata,,Perciformes,Zoarcidae,Melanostigma,Melanostigma pammelas,99,,,
Melanosuchus_niger,197000.0,Cai_etal_2025,1.0,Animalia,Chordata,Crocodylia,,Alligatoridae,Melanosuchus,Melanosuchus niger,99,,,
Melanotaenia_australis,16.4,Cai_etal_2025,1.0,Animalia,Chordata,,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia australis,99,,,
Melanotaenia_boesemani,8.9,Cai_etal_2025,1.0,Animalia,Chordata,,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia boesemani,99,,,
Melanotaenia_fluviatilis,7.506,fishbase; Froese_2014,,Animalia,Chordata,,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia fluviatilis,99,,,
Melanotaenia_lacustris,12.3,Cai_etal_2025,1.0,Animalia,Chordata,,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia lacustris,99,,,
Melanotaenia_parkinsoni,16.4,Cai_etal_2025,1.0,Animalia,Chordata,,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia parkinsoni,99,,,
Melanotaenia_praecox,1.5,Cai_etal_2025,1.0,Animalia,Chordata,,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia praecox,99,,,
Melanotaenia_splendida,101.2,Cai_etal_2025,1.0,Animalia,Chordata,,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia splendida,99,,,
Melanotis_caerulescens,61.57,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Mimidae,Melanotis,Melanotis caerulescens,99,,,
Melanotis_hypoleucus,68.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Mimidae,Melanotis,Melanotis hypoleucus,99,,,
Melasmothrix_naso,47.47,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melasmothrix,Melasmothrix naso,99,,,
Meleagris_gallopavo,5234.0,AnAge; Brown_etal_2018; Cai_etal_2025; Quaardvark; Wilman_etal_2014,5.0,Animalia,Chordata,Aves,Galliformes,Phasianidae,Meleagris,Meleagris gallopavo,99,,,
Meleagris_ocellata,5525.0,Cai_etal_2025; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Galliformes,Phasianidae,Meleagris,Meleagris ocellata,99,,,
Meles_anakuma,7233.0,Cai_etal_2025; Faurby_etal_2018; Quaardvark,3.0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Meles,Meles anakuma,99,,,
Meles_leucurus,6250.0,Cai_etal_2025; Faurby_etal_2018; Quaardvark,3.0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Meles,Meles leucurus,99,,,
Meles_meles,11820.0,AnAge; Cai_etal_2025; Faurby_etal_2018; Hirt_etal_2017; Quaardvark; Smith_2003; Tucker_etal_2014a; Tucker_etal_2014b,8.0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Meles,Meles meles,99,,,
Melicerita_obliqua,0.69,Brose_etal_2018,1.0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cellariidae,Melicerita,Melicerita obliqua,99,,,
Melicertus_marginatus,59.07,sealifebase,1.0,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,Penaeus marginatus,98,,,
Melichneutes_robustus,54.32,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Piciformes,Indicatoridae,Melichneutes,Melichneutes robustus,99,,,
Melichthys_niger,665.4,Brose_etal_2018; Mahe_2023,2.0,Animalia,Chordata,,Tetraodontiformes,Balistidae,Melichthys,Melichthys niger,99,,,
Melichthys_vidua,2865.0,Cai_etal_2025,1.0,Animalia,Chordata,,Tetraodontiformes,Balistidae,Melichthys,Melichthys vidua,99,,,
Melidectes_belfordi,42.17,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melidectes,Melidectes belfordi,99,,,
Melidectes_foersteri,62.26,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melidectes,Melidectes foersteri,99,,,
Melidectes_fuscus,45.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melionyx,Melionyx fuscus,98,,,
Melidectes_leucostephes,75.25,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melidectes,Melidectes leucostephes,99,,,
Melidectes_nouhuysi,62.26,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melionyx,Melionyx nouhuysi,98,,,
Melidectes_ochromelas,66.0,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melidectes,Melidectes ochromelas,99,,,
Melidectes_princeps,42.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melionyx,Melionyx princeps,98,,,
Melidectes_rufocrissalis,71.6,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melidectes,Melidectes rufocrissalis,99,,,
Melidectes_sclateri,66.77,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Meliarchus,Meliarchus sclateri,98,,,
Melidectes_torquatus,44.93,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melidectes,Melidectes torquatus,99,,,
Melidectes_whitemanensis,48.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Vosea,Vosea whitemanensis,98,,,
Melidora_macrorrhina,97.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Melidora,Melidora macrorrhina,99,,,
Melierax_canorus,694.2,Quaardvark; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Melierax,Melierax canorus,98,,,
Melierax_gabar,169.6,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Micronisus,Micronisus gabar,98,,,
Melierax_metabates,674.5,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Melierax,Melierax metabates,99,,,
Melierax_poliopterus,629.9,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Melierax,Melierax poliopterus,99,,,
Melignomon_eisentrauti,24.25,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Piciformes,Indicatoridae,Melignomon,Melignomon eisentrauti,99,,,
Melignomon_zenkeri,17.35,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Piciformes,Indicatoridae,Melignomon,Melignomon zenkeri,99,,,
Melilestes_megarhynchus,43.88,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melilestes,Melilestes megarhynchus,99,,,
Meliphaga_albilineata,23.69,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Territornis,Territornis albilineata,98,,,
Meliphaga_albonotata,22.4,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Microptilotis,Microptilotis albonotatus,98,,,
Meliphaga_analoga,21.29,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Microptilotis,Microptilotis analogus,98,,,
Meliphaga_aruensis,26.2,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Meliphaga,Meliphaga aruensis,99,,,
Meliphaga_flavirictus,18.5,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Microptilotis,Microptilotis flavirictus,98,,,
Meliphaga_gracilis,14.79,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Microptilotis,Microptilotis gracilis,98,,,
Meliphaga_lewinii,39.29,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Meliphaga,Meliphaga lewinii,99,,,
Meliphaga_mimikae,26.9,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Microptilotis,Microptilotis mimikae,98,,,
Meliphaga_montana,27.02,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Microptilotis,Microptilotis montanus,98,,,
Meliphaga_notata,25.8,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Meliphaga,Meliphaga notata,99,,,
Meliphaga_orientalis,18.09,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Microptilotis,Microptilotis orientalis,98,,,
Meliphaga_reticulata,23.56,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Territornis,Territornis reticulata,98,,,
Meliphaga_vicina,23.56,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Microptilotis,Microptilotis vicina,98,,,
Melipotes_ater,51.5,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melipotes,Melipotes ater,99,,,
Melipotes_fumigatus,58.6,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melipotes,Melipotes fumigatus,99,,,
Melipotes_gymnops,50.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melipotes,Melipotes gymnops,99,,,
Melita_appendiculata,0.001177,Brose_etal_2018,1.0,Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Dulichiella,Dulichiella appendiculata,98,,,
Melita_dentata,0.005048,Brose_etal_2018,1.0,Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Megamoera,Megamoera dentata,98,,,
Melita_formosa,0.003048,Brose_etal_2018,1.0,Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Quasimelita,Quasimelita formosa,98,,,
Melita_hergensis,0.005048,Brose_etal_2018,1.0,Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Melita,Melita hergensis,99,,,
Melita_nitida,0.0007369,Brose_etal_2018,1.0,Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Melita,Melita nitida,99,,,
Melita_palmata,0.01196,Brose_etal_2018,1.0,Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Melita,Melita palmata,99,,,
Melithreptus_affinis,15.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melithreptus,Melithreptus affinis,99,,,
Melithreptus_albogularis,11.03,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melithreptus,Melithreptus albogularis,99,,,
Melithreptus_brevirostris,12.6,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melithreptus,Melithreptus brevirostris,99,,,
Melithreptus_gularis,19.44,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melithreptus,Melithreptus gularis,99,,,
Melithreptus_lunatus,14.16,Makarieva_2008; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melithreptus,Melithreptus lunatus,99,,,
Melithreptus_validirostris,24.8,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melithreptus,Melithreptus validirostris,99,,,
Melitograis_gilolensis,54.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melitograis,Melitograis gilolensis,99,,,
Mellisuga_helenae,2.24,Quaardvark; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mellisuga,Mellisuga helenae,99,,,
Mellisuga_minima,2.4,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mellisuga,Mellisuga minima,99,,,
Mellita_quinquiesperforata,1.288,Brose_etal_2018,1.0,Animalia,Echinodermata,Echinoidea,Echinolampadacea,Mellitidae,Mellita,Mellita quinquiesperforata,99,,,
Mellivora_capensis,7797.0,AnAge; Brown_etal_2018; Faurby_etal_2018; Quaardvark; Smith_2003,5.0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mellivora,Mellivora capensis,99,,,
Melocichla_mentalis,33.2,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Macrosphenidae,Melocichla,Melocichla mentalis,99,,,
Melogale_cucphuongensis,1560.0,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Melogale,Melogale cucphuongensis,99,,,
Melogale_everetti,1667.0,Faurby_etal_2018; Quaardvark; Smith_2003,3.0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Melogale,Melogale everetti,99,,,
Melogale_moschata,1042.0,AnAge; Cai_etal_2025; Faurby_etal_2018; Quaardvark; Smith_2003,5.0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Melogale,Melogale moschata,99,,,
Melogale_orientalis,2000.0,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Melogale,Melogale orientalis,99,,,
Melogale_personata,1851.0,AnAge; Faurby_etal_2018; Quaardvark; Smith_2003,4.0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Melogale,Melogale personata,99,,,
Meloidogyne_naasi,5.13e-08,Brose_etal_2018,1.0,Animalia,Nematoda,Chromadorea,Rhabditida,Meloidogynidae,Meloidogyne,Meloidogyne naasi,99,,,
Melomys_aerosus,97.3,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys aerosus,99,,,
Melomys_arcium,84.9,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys arcium,99,,,
Melomys_bannisteri,52.8,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys bannisteri,99,,,
Melomys_bougainville,86.0,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys bougainville,99,,,
Melomys_burtoni,69.43,Cai_etal_2025; Faurby_etal_2018; Smith_2003,3.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys burtoni,99,,,
Melomys_capensis,70.0,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys capensis,99,,,
Melomys_caurinus,148.1,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys caurinus,99,,,
Melomys_cervinipes,78.0,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys cervinipes,99,,,
Melomys_cooperae,86.5,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys cooperae,99,,,
Melomys_dollmani,77.7,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys dollmani,99,,,
Melomys_fraterculus,47.8,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys fraterculus,99,,,
Melomys_frigicola,71.0,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys frigicola,99,,,
Melomys_fulgens,133.5,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys fulgens,99,,,
Melomys_howi,67.0,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys howi,99,,,
Melomys_leucogaster,108.5,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys leucogaster,99,,,
Melomys_lutillus,37.4,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys lutillus,99,,,
Melomys_matambuai,145.0,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys matambuai,99,,,
Melomys_obiensis,71.0,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys obiensis,99,,,
Melomys_paveli,65.0,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys paveli,99,,,
Melomys_rubicola,100.0,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys rubicola,99,,,
Melomys_rufescens,64.94,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys rufescens,99,,,
Melomys_talaudium,143.1,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys talaudium,99,,,
Melonycteris_aurantius,29.22,Smith_2003,1.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Nesonycteris,Nesonycteris woodfordi,98,,Nesonycteris woodfordi aurantius,
Melonycteris_fardoulisi,48.4,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Nesonycteris,Nesonycteris fardoulisi,98,,Nesonycteris fardoulisi fardoulisi,
Melonycteris_melanops,49.02,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Melonycteris,Melonycteris melanops,99,,,
Melonycteris_woodfordi,33.04,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Nesonycteris,Nesonycteris woodfordi,98,,,
Melophus_lathami,21.9,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza lathami,98,,,
Melopsittacus_undulatus,28.58,AnAge; Cai_etal_2025; Castro_2025; Lislevand_etal_2007; Makarieva_2008; Quaardvark; Wilman_etal_2014,7.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus,Melopsittacus undulatus,99,,,
Melopyrrha_nigra,14.88,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Melopyrrha,Melopyrrha nigra,99,,,
Melosira_varians,2.962e-09,Brose_etal_2018,1.0,Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Melosiraceae,Melosira,Melosira varians,99,,,
Melospiza_georgiana,13.01,AnAge; Brown_etal_2018; Makarieva_2008; Quaardvark; Wilman_etal_2014,5.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,Melospiza georgiana,99,,,
Melospiza_lincolnii,18.46,AnAge; Brown_etal_2018; Lislevand_etal_2007; Wilman_etal_2014,4.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,Melospiza lincolnii,99,,,
Melospiza_melodia,18.64,AnAge; Brown_etal_2018; Cai_etal_2025; Lislevand_etal_2007; Makarieva_2008; Quaardvark; Wilman_etal_2014,7.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,Melospiza melodia,99,,,
Melozone_biarcuata,30.6,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melozone,Melozone biarcuata,99,,,
Melozone_cabanisi,28.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melozone,Melozone cabanisi,99,,,
Melozone_kieneri,43.12,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melozone,Melozone kieneri,99,,,
Melozone_leucotis,39.9,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melozone,Melozone leucotis,99,,,
Melphidippa_antarctica,0.47,Brose_etal_2018,1.0,Animalia,Arthropoda,Malacostraca,Amphipoda,Melphidippidae,Melphidippa,Melphidippa antarctica,99,,,
Melursus_ursinus,91360.0,AnAge; Cai_etal_2025; Faurby_etal_2018; Quaardvark; Smith_2003; Tucker_etal_2014b,6.0,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Melursus,Melursus ursinus,99,,,
Membranipora_membranaceae,0.01,Brose_etal_2018,1.0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,Membranipora membranacea,96,,,
Membraniporella_nitida,0.01735,Brose_etal_2018,1.0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cribrilinidae,Membraniporella,Membraniporella nitida,99,,,
Membras_martinica,4.988,Brose_etal_2018; Pauly_2024,2.0,Animalia,Chordata,,Atheriniformes,Atherinopsidae,Membras,Membras martinica,99,,,
Menaethius_monoceros,0.1234,Brose_etal_2018,1.0,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Menaethius,Menaethius monoceros,99,,,
Mene_maculata,200.0,Ray_2025,,Animalia,Chordata,,Perciformes,Menidae,Mene,Mene maculata,99,,,
Menemerus_bivittatus,0.0279,Pekar_etal_2021,1.0,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Menemerus,Menemerus bivittatus,99,,,
Menestho_albula,0.02164,Brose_etal_2018,1.0,Animalia,Mollusca,Gastropoda,,Pyramidellidae,Menestho,Menestho albula,99,,,
